DATE,FEDFUNDS,3m growth rate,12m growth rate
1996-01-01,5.56,-13.18210880306867,0.5424954792043302
1996-02-01,5.22,-34.39,-11.824324324324332
1996-03-01,5.31,-19.16006115514207,-11.204013377926437
1996-04-01,5.22,-22.30682928567026,-13.719008264462806
1996-05-01,5.24,1.54139742568411,-12.811980033277859
1996-06-01,5.27,-2.979306074705668,-12.16666666666667
1996-07-01,5.4,14.523082056495262,-7.692307692307676
1996-08-01,5.22,-1.5179990277484956,-9.059233449477356
1996-09-01,5.3,2.296557156522261,-8.62068965517241
1996-10-01,5.24,-11.33543072514166,-9.027777777777768
1996-11-01,5.31,7.07696976166472,-8.448275862068966
1996-12-01,5.29,-0.7525836751903991,-5.535714285714278
1997-01-01,5.25,0.7655467474322553,-5.575539568345322
1997-02-01,5.19,-8.737713161418359,-0.5747126436781436
1997-03-01,5.39,7.778558957140214,1.5065913370998052
1997-04-01,5.51,21.33027495465367,5.555555555555558
1997-05-01,5.5,26.119234649880283,4.961832061068705
1997-06-01,5.56,13.225463081250698,5.502846299810238
1997-07-01,5.52,0.7279314833685602,2.2222222222222143
1997-08-01,5.54,2.9409805953145574,6.130268199233724
1997-09-01,5.54,-1.4311039484885768,4.528301886792452
1997-10-01,5.5,-1.441417873905304,4.961832061068705
1997-11-01,5.52,-1.4362423951834955,3.9548022598870025
1997-12-01,5.5,-2.856958014492028,3.969754253308122
1998-01-01,5.56,4.435562047401076,5.9047619047619015
1998-02-01,5.51,-0.7226709341180082,6.165703275529855
1998-03-01,5.49,-0.7252916593128877,1.855287569573294
1998-04-01,5.45,-7.681903168358318,-1.0889292196007205
1998-05-01,5.49,-1.4440196256020887,-0.181818181818183
1998-06-01,5.56,5.198558417319332,0.0
1998-07-01,5.54,6.7709359642337485,0.36231884057971175
1998-08-01,5.55,4.4437736007548745,0.18050541516245744
1998-09-01,5.51,-3.5488902162192693,-0.5415162454873723
1998-10-01,5.07,-29.85563654945201,-7.818181818181813
1998-11-01,4.83,-42.639016306496615,-12.49999999999999
1998-12-01,4.68,-47.95523919412816,-14.909090909090917
1999-01-01,4.63,-30.45080193477717,-16.726618705035968
1999-02-01,4.76,-5.6722907157023,-13.611615245009078
1999-03-01,4.81,11.582706999695125,-12.38615664845174
1999-04-01,4.74,9.847304049656367,-13.027522935779812
1999-05-01,4.74,-1.6701094362483904,-13.661202185792353
1999-06-01,4.76,-4.093618544021426,-14.388489208633093
1999-07-01,4.99,22.82557778970633,-9.927797833935015
1999-08-01,5.07,30.89361755756037,-8.648648648648638
1999-09-01,5.22,44.62860628077985,-5.263157894736848
1999-10-01,5.2,17.926441065699272,2.564102564102555
1999-11-01,5.42,30.60665561605884,12.215320910973082
1999-12-01,5.3,6.272639275598824,13.247863247863245
2000-01-01,5.45,20.662587620848825,17.71058315334775
2000-02-01,5.73,24.916941330470888,20.378151260504218
2000-03-01,5.85,48.429418466377314,21.62162162162162
2000-04-01,6.02,48.86752084110813,27.004219409282683
2000-05-01,6.27,43.36781798293104,32.27848101265822
2000-06-01,6.53,55.24916062029157,37.18487394957983
2000-07-01,6.54,39.29163247188292,31.062124248496993
2000-08-01,6.5,15.500340154156136,28.205128205128194
2000-09-01,6.52,-0.6111517635015495,24.90421455938696
2000-10-01,6.51,-1.8222757503195572,25.192307692307693
2000-11-01,6.51,0.6168061908196298,20.110701107011074
2000-12-01,6.4,-7.161201129215877,20.75471698113209
2001-01-01,5.98,-28.799870804747883,9.724770642201829
2001-02-01,5.49,-49.42156077608166,-4.188481675392675
2001-03-01,5.31,-52.61311201989653,-9.230769230769232
2001-04-01,4.8,-58.4892850368785,-20.26578073089701
2001-05-01,4.21,-65.41888393239586,-32.854864433811805
2001-06-01,3.97,-68.75475440121002,-39.20367534456355
2001-07-01,3.77,-61.94598795384536,-42.354740061162076
2001-08-01,3.65,-43.500699045533786,-43.84615384615385
2001-09-01,3.07,-64.24049694315397,-52.914110429447845
2001-10-01,2.49,-80.97029799325482,-61.75115207373272
2001-11-01,2.09,-89.24987073107803,-67.89554531490015
2001-12-01,1.82,-87.64814883250082,-71.5625
2002-01-01,1.73,-76.69833125135965,-71.07023411371239
2002-02-01,1.74,-51.95902104170585,-68.30601092896175
2002-03-01,1.73,-18.36077739439037,-67.41996233521657
2002-04-01,1.75,4.70508705836088,-63.541666666666664
2002-05-01,1.75,2.318744290973762,-58.432304038004744
2002-06-01,1.75,4.70508705836088,-55.91939546599496
2002-07-01,1.73,-4.493656603082064,-54.11140583554377
2002-08-01,1.74,-2.266196977925849,-52.32876712328767
2002-09-01,1.75,0.0,-42.99674267100977
2002-10-01,1.75,4.70508705836088,-29.718875502008036
2002-11-01,1.34,-64.82596427658338,-35.88516746411482
2002-12-01,1.24,-74.7922231336943,-31.868131868131865
2003-01-01,1.24,-74.7922231336943,-28.32369942196532
2003-02-01,1.26,-21.825882540231905,-27.586206896551722
2003-03-01,1.25,3.2650385217282585,-27.74566473988439
2003-04-01,1.26,6.609385438988391,-28.000000000000004
2003-05-01,1.26,0.0,-28.000000000000004
2003-06-01,1.22,-9.259896422400004,-30.28571428571428
2003-07-01,1.01,-58.71395185641606,-41.61849710982659
2003-08-01,1.03,-55.34534705887992,-40.804597701149426
2003-09-01,1.01,-53.02722989163316,-42.285714285714285
2003-10-01,1.01,0.0,-42.285714285714285
2003-11-01,1.0,-11.1512952084311,-25.373134328358216
2003-12-01,0.98,-11.362232786321869,-20.967741935483875
2004-01-01,1.0,-3.901965551718378,-19.354838709677413
2004-02-01,1.01,4.060401000000002,-19.84126984126984
2004-03-01,1.0,8.416578473393965,-19.999999999999996
2004-04-01,1.0,0.0,-20.63492063492064
2004-05-01,1.0,-3.901965551718378,-20.63492063492064
2004-06-01,1.03,12.550881000000016,-15.573770491803273
2004-07-01,1.26,152.047376,24.752475247524753
2004-08-01,1.43,318.1616009999999,38.83495145631066
2004-09-01,1.61,496.9728846458341,59.405940594059416
2004-10-01,1.76,280.68738950093245,74.25742574257426
2004-11-01,1.93,231.80665027155368,93.0
2004-12-01,2.16,223.97500144668493,120.40816326530614
2005-01-01,2.28,181.63635616590392,127.99999999999999
2005-02-01,2.5,181.5339662169806,147.5247524752475
2005-03-01,2.63,119.79003053615368,163.0
2005-04-01,2.79,124.22158854386484,179.0
2005-05-01,3.0,107.36,200.0
2005-06-01,3.04,78.51361322935473,195.14563106796118
2005-07-01,3.26,86.40329593864848,158.7301587301587
2005-08-01,3.5,85.26234567901238,144.75524475524475
2005-09-01,3.62,101.06660627442294,124.84472049689441
2005-10-01,3.78,80.75769685327568,114.77272727272725
2005-11-01,4.0,70.59558517284461,107.25388601036272
2005-12-01,4.16,74.39701224929631,92.59259259259258
2006-01-01,4.29,65.9059529348165,88.15789473684212
2006-02-01,4.49,58.76157500390629,79.60000000000001
2006-03-01,4.59,48.20997009365493,74.52471482889733
2006-04-01,4.79,55.42214016967459,71.68458781362006
2006-05-01,4.94,46.52861062683223,64.66666666666667
2006-06-01,4.99,39.6855365584903,64.14473684210526
2006-07-01,5.24,43.21321497713792,60.73619631901843
2006-08-01,5.25,27.564378630958974,50.0
2006-09-01,5.25,22.52791154138685,45.027624309392266
2006-10-01,5.25,0.7655467474322553,38.88888888888891
2006-11-01,5.25,0.0,31.25
2006-12-01,5.24,-0.7597306541204385,25.96153846153846
2007-01-01,5.25,0.0,22.377622377622373
2007-02-01,5.26,0.764084398249687,17.14922048997771
2007-03-01,5.26,1.5354805689404394,14.596949891067545
2007-04-01,5.25,0.0,9.603340292275565
2007-05-01,5.25,-0.7582904194611606,6.275303643724683
2007-06-01,5.25,-0.7582904194611606,5.210420841683372
2007-07-01,5.26,0.764084398249687,0.3816793893129722
2007-08-01,5.02,-16.405509535142272,-4.380952380952385
2007-09-01,4.94,-21.608209851985528,-5.9047619047619015
2007-10-01,4.76,-32.93671324683686,-9.333333333333337
2007-11-01,4.49,-36.00139679560399,-14.476190476190476
2007-12-01,4.24,-45.73052369814755,-19.083969465648853
2008-01-01,3.94,-53.05848776452138,-24.95238095238095
2008-02-01,2.98,-80.5965170969474,-43.34600760456273
2008-03-01,2.61,-85.64184613602276,-50.380228136882124
2008-04-01,2.28,-88.7861562445532,-56.57142857142857
2008-05-01,1.98,-80.51072405515222,-62.28571428571429
2008-06-01,2.0,-65.52073865388776,-61.904761904761905
2008-07-01,2.01,-39.59890086306122,-61.78707224334601
2008-08-01,2.0,4.102035568521689,-60.15936254980079
2008-09-01,1.81,-32.9198049375,-63.36032388663968
2008-10-01,0.97,-94.57621198135948,-79.6218487394958
2008-11-01,0.39,-99.8554099375,-91.31403118040089
2008-12-01,0.16,-99.99389387583597,-96.22641509433963
2009-01-01,0.15,-99.9428155301521,-96.19289340101524
2009-02-01,0.22,-89.87413121838854,-92.61744966442953
2009-03-01,0.18,60.1806640625,-93.10344827586206
2009-04-01,0.15,0.0,-93.42105263157895
2009-05-01,0.18,-55.18748719349773,-90.9090909090909
2009-06-01,0.21,85.26234567901238,-89.5
2009-07-01,0.16,29.45382716049383,-92.03980099502488
2009-08-01,0.16,-37.57049230300258,-92.0
2009-09-01,0.15,-73.9691795085381,-91.71270718232044
2009-10-01,0.12,-68.359375,-87.62886597938144
2009-11-01,0.12,-68.359375,-69.23076923076923
2009-12-01,0.12,-59.03999999999999,-25.0
2010-01-01,0.11,-29.393325617283928,-26.66666666666666
2010-02-01,0.13,37.73630401234576,-40.90909090909091
2010-03-01,0.16,216.04938271604956,-11.111111111111105
2010-04-01,0.2,992.8215285841136,33.33333333333335
2010-05-01,0.2,460.2044746332413,11.111111111111116
2010-06-01,0.18,60.1806640625,-14.28571428571429
2010-07-01,0.18,-34.39000000000002,12.5
2010-08-01,0.19,-18.54937500000001,18.75
2010-09-01,0.19,24.14361377838745,26.666666666666682
2010-10-01,0.19,24.14361377838745,58.33333333333335
2010-11-01,0.19,0.0,58.33333333333335
2010-12-01,0.18,-19.448131920411925,50.0
2011-01-01,0.17,-35.91132664727864,54.54545454545456
2011-02-01,0.16,-49.71186531717836,23.076923076923084
2011-03-01,0.14,-63.40496875476297,-12.49999999999999
2011-04-01,0.1,-88.02696327869637,-50.0
2011-05-01,0.09,-89.98870849609375,-55.00000000000001
2011-06-01,0.09,-82.92117867555187,-50.0
2011-07-01,0.07,-75.99,-61.11111111111111
2011-08-01,0.1,52.4157902758726,-47.36842105263158
2011-09-01,0.08,-37.57049230300258,-57.89473684210527
2011-10-01,0.07,0.0,-63.1578947368421
2011-11-01,0.08,-59.04000000000001,-57.89473684210527
2011-12-01,0.07,-41.381835937499964,-61.11111111111111
2012-01-01,0.08,70.59558517284461,-52.94117647058824
2012-02-01,0.1,144.140625,-37.5
2012-03-01,0.13,1089.5460224906285,-7.142857142857151
2012-04-01,0.14,837.8906250000006,40.000000000000014
2012-05-01,0.16,555.3599999999998,77.77777777777779
2012-06-01,0.16,129.4597528097756,77.77777777777779
2012-07-01,0.16,70.59558517284461,128.57142857142856
2012-08-01,0.13,-56.41937255859375,30.000000000000004
2012-09-01,0.14,-41.381835937499964,75.00000000000003
2012-10-01,0.16,0.0,128.57142857142856
2012-11-01,0.16,129.4597528097756,100.0
2012-12-01,0.16,70.59558517284461,128.57142857142856
2013-01-01,0.14,-41.381835937499964,75.00000000000003
2013-02-01,0.15,-22.75238037109375,49.99999999999998
2013-03-01,0.14,-41.381835937499964,7.692307692307709
2013-04-01,0.15,31.7810287380258,7.14285714285714
2013-05-01,0.11,-71.07950617283949,-31.25
2013-06-01,0.09,-82.92117867555187,-43.75
2013-07-01,0.09,-87.04,-43.75
2013-08-01,0.08,-72.0237688682467,-38.46153846153846
2013-09-01,0.08,-37.57049230300258,-42.85714285714286
2013-10-01,0.09,0.0,-43.75
2013-11-01,0.08,0.0,-50.0
2013-12-01,0.09,60.1806640625,-43.75
2014-01-01,0.07,-63.40496875476297,-50.0
2014-02-01,0.07,-41.381835937499964,-53.33333333333332
2014-03-01,0.08,-37.57049230300258,-42.85714285714286
2014-04-01,0.09,173.26114119117025,-40.0
2014-05-01,0.09,173.26114119117025,-18.181818181818187
2014-06-01,0.1,144.140625,11.111111111111116
2014-07-01,0.09,0.0,0.0
2014-08-01,0.09,0.0,12.5
2014-09-01,0.09,-34.39000000000002,12.5
2014-10-01,0.09,0.0,0.0
2014-11-01,0.09,0.0,12.5
2014-12-01,0.12,216.0493827160493,33.33333333333333
2015-01-01,0.11,123.1519585429051,57.14285714285714
2015-02-01,0.11,123.1519585429051,57.14285714285714
2015-03-01,0.11,-29.393325617283928,37.5
2015-04-01,0.12,41.629670104501024,33.33333333333333
2015-05-01,0.12,41.629670104501024,33.33333333333333
2015-06-01,0.13,95.07547298681789,30.000000000000004
2015-07-01,0.13,37.73630401234576,44.444444444444464
2015-08-01,0.14,85.26234567901238,55.55555555555558
2015-09-01,0.14,34.50509435944129,55.55555555555558
2015-10-01,0.12,-27.397500087531967,33.33333333333333
2015-11-01,0.12,-46.02249062890466,33.33333333333333
2015-12-01,0.24,763.6401499375254,100.0
2016-01-01,0.34,6344.521604938273,209.09090909090912
2016-02-01,0.38,9955.632716049386,245.45454545454547
2016-03-01,0.36,406.25,227.27272727272725
2016-04-01,0.37,40.24624046646947,208.33333333333334
2016-05-01,0.37,-10.118045057972225,208.33333333333334
2016-06-01,0.38,24.14361377838745,192.3076923076923
2016-07-01,0.39,23.43875472811572,200.0
2016-08-01,0.4,36.59445479870729,185.71428571428572
2016-09-01,0.4,22.77376631548251,185.71428571428572
2016-10-01,0.4,10.657674001627935,233.33333333333334
2016-11-01,0.41,10.381289062499954,241.66666666666666
2016-12-01,0.54,232.1506250000001,125.00000000000004
2017-01-01,0.65,597.2900390625,91.17647058823528
2017-02-01,0.66,571.4911841447314,73.6842105263158
2017-03-01,0.79,358.0715568614391,119.44444444444446
2017-04-01,0.9,267.55015580686944,143.24324324324326
2017-05-01,0.91,261.4013970998067,145.94594594594597
2017-06-01,1.04,200.34817129135104,173.6842105263158
2017-07-01,1.15,166.57616979119027,194.87179487179483
2017-08-01,1.16,164.03797152724584,189.99999999999994
2017-09-01,1.15,49.50578726371837,187.49999999999994
2017-10-01,1.15,0.0,187.49999999999994
2017-11-01,1.16,0.0,182.92682926829266
2017-12-01,1.3,63.29844447382629,140.74074074074073
2018-01-01,1.41,125.98784938590128,116.9230769230769
2018-02-01,1.42,124.55432317565447,115.15151515151514
2018-03-01,1.51,82.02639998599481,91.13924050632912
2018-04-01,1.69,106.38131144177892,87.77777777777777
2018-05-01,1.7,105.41980280643376,86.81318681318679
2018-06-01,1.82,111.0463097822938,75.0
2018-07-01,1.91,63.14983936960245,66.08695652173913
2018-08-01,1.91,59.344758922905626,64.65517241379311
2018-09-01,1.95,31.7810287380258,69.56521739130437
2018-10-01,2.19,72.83949565427999,90.43478260869566
2018-11-01,2.2,76.01806982197033,89.65517241379312
2018-12-01,2.27,83.63902712885269,74.61538461538461
2019-01-01,2.4,44.23428549676718,70.2127659574468
2019-02-01,2.4,41.629670104501024,69.01408450704226
2019-03-01,2.41,27.047095703092623,59.602649006622535
2019-04-01,2.42,3.3752319637345485,43.19526627218935
2019-05-01,2.39,-1.6562789050443172,40.58823529411766
2019-06-01,2.38,-4.88704867026396,30.76923076923075
2019-07-01,2.4,-3.265029639709671,25.654450261780106
2019-08-01,2.13,-36.914897946048455,11.518324607329845
2019-09-01,2.04,-46.02249062890461,4.615384615384621
2019-10-01,1.83,-66.19667724609374,-16.43835616438356
2019-11-01,1.55,-71.95803913178625,-29.545454545454554
2019-12-01,1.55,-66.67224016838156,-31.718061674008812
2020-01-01,1.55,-48.53376084576367,-35.416666666666664
2020-02-01,1.58,7.969615590766188,-34.16666666666666
2020-03-01,0.65,-96.90737947485763,-73.02904564315354
2020-04-01,0.05,-99.99989171875896,-97.93388429752066
2020-05-01,0.05,-99.99989971137671,-97.90794979079497
2020-06-01,0.08,-99.97705402471902,-96.63865546218487
2020-07-01,0.09,949.7599999999996,-96.25
2020-08-01,0.1,1500.0,-95.30516431924883
2020-09-01,0.09,60.1806640625,-95.58823529411765
2020-10-01,0.09,0.0,-95.08196721311475
2020-11-01,0.09,-34.39000000000002,-94.19354838709677
2020-12-01,0.09,0.0,-94.19354838709677
2021-01-01,0.09,0.0,-94.19354838709677
2021-02-01,0.08,-37.57049230300258,-94.9367088607595
2021-03-01,0.07,-63.40496875476297,-89.23076923076923
2021-04-01,0.07,-63.40496875476297,40.000000000000014
2021-05-01,0.06,-68.359375,19.999999999999996
2021-06-01,0.08,70.59558517284461,0.0
2021-07-01,0.1,316.49312786339027,11.111111111111116
